,ts_code,symbol,name,industry
1076,002633.SZ,2633,申科股份,机械基件
1077,002634.SZ,2634,棒杰股份,服饰
1078,002635.SZ,2635,安洁科技,IT设备
1079,002636.SZ,2636,金安国纪,元器件
1080,002637.SZ,2637,赞宇科技,日用化工
1081,002638.SZ,2638,*ST勤上,文教休闲
1082,002639.SZ,2639,雪人股份,专用机械
1083,002640.SZ,2640,跨境通,互联网
1084,002641.SZ,2641,永高股份,塑料
1085,002642.SZ,2642,荣联科技,软件服务
1086,002643.SZ,2643,万润股份,化工原料
1087,002644.SZ,2644,佛慈制药,中成药
1088,002645.SZ,2645,华宏科技,专用机械
1089,002646.SZ,2646,青青稞酒,白酒
1090,002647.SZ,2647,仁东控股,多元金融
1091,002648.SZ,2648,卫星石化,化工原料
1092,002649.SZ,2649,博彦科技,软件服务
1093,002650.SZ,2650,ST加加,食品
1094,002651.SZ,2651,利君股份,专用机械
1095,002652.SZ,2652,扬子新材,其他建材
1096,002653.SZ,2653,海思科,化学制药
1097,002654.SZ,2654,万润科技,互联网
1098,002655.SZ,2655,共达电声,元器件
1099,002656.SZ,2656,ST摩登,服饰
1100,002657.SZ,2657,中科金财,软件服务
1101,002658.SZ,2658,雪迪龙,环境保护
1102,002659.SZ,2659,凯文教育,文教休闲
1103,002660.SZ,2660,茂硕电源,电气设备
1104,002661.SZ,2661,克明面业,食品
1105,002662.SZ,2662,京威股份,汽车配件
1106,002663.SZ,2663,普邦股份,建筑工程
1107,002664.SZ,2664,长鹰信质,汽车配件
1108,002665.SZ,2665,首航高科,电气设备
1109,002666.SZ,2666,德联集团,化工原料
1110,002667.SZ,2667,鞍重股份,工程机械
1111,002668.SZ,2668,奥马电器,家用电器
1112,002669.SZ,2669,康达新材,化工原料
1113,002670.SZ,2670,国盛金控,证券
1114,002671.SZ,2671,龙泉股份,其他建材
1115,002672.SZ,2672,东江环保,环境保护
1116,002673.SZ,2673,西部证券,证券
1117,002674.SZ,2674,兴业科技,纺织
1118,002675.SZ,2675,东诚药业,化学制药
1119,002676.SZ,2676,顺威股份,塑料
1120,002677.SZ,2677,浙江美大,家用电器
1121,002678.SZ,2678,珠江钢琴,文教休闲
1122,002679.SZ,2679,福建金森,林业
1123,002681.SZ,2681,*ST奋达,家用电器
1124,002682.SZ,2682,龙洲股份,公路
1125,002683.SZ,2683,宏大爆破,化工原料
1126,002684.SZ,2684,ST猛狮,电气设备
1127,002685.SZ,2685,华东重机,工程机械
1128,002686.SZ,2686,亿利达,专用机械
1129,002687.SZ,2687,乔治白,服饰
1130,002688.SZ,2688,金河生物,化学制药
1131,002689.SZ,2689,远大智能,运输设备
1132,002690.SZ,2690,美亚光电,专用机械
1133,002691.SZ,2691,冀凯股份,专用机械
1134,002692.SZ,2692,ST远程,电气设备
1135,002693.SZ,2693,双成药业,化学制药
1136,002694.SZ,2694,顾地科技,塑料
1137,002695.SZ,2695,煌上煌,食品
1138,002696.SZ,2696,百洋股份,渔业
1139,002697.SZ,2697,红旗连锁,超市连锁
1140,002698.SZ,2698,博实股份,化工机械
1141,002699.SZ,2699,美盛文化,服饰
1142,002700.SZ,2700,ST浩源,供气供热
1143,002701.SZ,2701,奥瑞金,广告包装
1144,002702.SZ,2702,海欣食品,食品
1145,002703.SZ,2703,浙江世宝,汽车配件
1146,002705.SZ,2705,新宝股份,家用电器
1147,002706.SZ,2706,良信股份,电气设备
1148,002707.SZ,2707,众信旅游,旅游服务
1149,002708.SZ,2708,光洋股份,汽车配件
1150,002709.SZ,2709,天赐材料,化工原料
1151,002712.SZ,2712,思美传媒,广告包装
1152,002713.SZ,2713,东易日盛,装修装饰
1153,002714.SZ,2714,牧原股份,农业综合
1154,002715.SZ,2715,登云股份,汽车配件
1155,002716.SZ,2716,*ST金贵,小金属
1156,002717.SZ,2717,岭南股份,环境保护
1157,002718.SZ,2718,友邦吊顶,家居用品
1158,002719.SZ,2719,*ST麦趣,乳制品
1159,002721.SZ,2721,金一文化,服饰
1160,002722.SZ,2722,金轮股份,纺织机械
1161,002723.SZ,2723,金莱特,家用电器
1162,002724.SZ,2724,海洋王,半导体
1163,002725.SZ,2725,跃岭股份,汽车配件
1164,002726.SZ,2726,龙大肉食,食品
1165,002727.SZ,2727,一心堂,医药商业
1166,002728.SZ,2728,特一药业,中成药
1167,002729.SZ,2729,好利来,元器件
1168,002730.SZ,2730,电光科技,电气设备
1169,002731.SZ,2731,萃华珠宝,服饰
1170,002732.SZ,2732,燕塘乳业,乳制品
1171,002733.SZ,2733,雄韬股份,电气设备
1172,002734.SZ,2734,利民股份,农药化肥
1173,002735.SZ,2735,王子新材,塑料
1174,002736.SZ,2736,国信证券,证券
1175,002737.SZ,2737,葵花药业,中成药
1176,002738.SZ,2738,中矿资源,小金属
1177,002739.SZ,2739,万达电影,影视音像
1178,002740.SZ,2740,爱迪尔,服饰
1179,002741.SZ,2741,光华科技,化工原料
1180,002742.SZ,2742,三圣股份,其他建材
1181,002743.SZ,2743,富煌钢构,钢加工
1182,002745.SZ,2745,木林森,半导体
1183,002746.SZ,2746,仙坛股份,农业综合
1184,002747.SZ,2747,埃斯顿,机械基件
1185,002748.SZ,2748,世龙实业,化工原料
1186,002749.SZ,2749,国光股份,农药化肥
1187,002750.SZ,2750,龙津药业,中成药
1188,002751.SZ,2751,易尚展示,家居用品
1189,002752.SZ,2752,_兴股份,广告包装
1190,002753.SZ,2753,永东股份,化工原料
1191,002755.SZ,2755,奥赛康,化学制药
1192,002756.SZ,2756,永兴材料,特种钢
1193,002757.SZ,2757,南兴股份,专用机械
1194,002758.SZ,2758,浙农股份,医药商业
1195,002759.SZ,2759,天际股份,家用电器
1196,002760.SZ,2760,凤形股份,机械基件
1197,002761.SZ,2761,多喜爱,建筑工程
1198,002762.SZ,2762,金发拉比,服饰
1199,002763.SZ,2763,汇洁股份,服饰
1200,002765.SZ,2765,蓝黛科技,汽车配件
1201,002766.SZ,2766,ST索菱,汽车配件
1202,002767.SZ,2767,先锋电子,电器仪表
1203,002768.SZ,2768,国恩股份,塑料
1204,002769.SZ,2769,普路通,仓储物流
1205,002770.SZ,2770,ST科迪,乳制品
1206,002771.SZ,2771,真视通,软件服务
1207,002772.SZ,2772,众兴菌业,种植业
1208,002773.SZ,2773,康弘药业,化学制药
1209,002774.SZ,2774,快意电梯,运输设备
1210,002775.SZ,2775,文科园林,建筑工程
1211,002776.SZ,2776,柏堡龙,服饰
1212,002777.SZ,2777,久远银海,软件服务
1213,002778.SZ,2778,高科石化,石油加工
1214,002779.SZ,2779,中坚科技,农用机械
1215,002780.SZ,2780,三夫户外,其他商业
1216,002781.SZ,2781,奇信股份,装修装饰
1217,002782.SZ,2782,可立克,电气设备
1218,002783.SZ,2783,凯龙股份,化工原料
1219,002785.SZ,2785,万里石,其他建材
1220,002786.SZ,2786,银宝山新,专用机械
1221,002787.SZ,2787,华源控股,广告包装
1222,002788.SZ,2788,鹭燕医药,医药商业
1223,002789.SZ,2789,建艺集团,装修装饰
1224,002790.SZ,2790,瑞尔特,家居用品
1225,002791.SZ,2791,坚朗五金,其他建材
1226,002792.SZ,2792,通宇通讯,通信设备
1227,002793.SZ,2793,罗欣药业,化学制药
1228,002795.SZ,2795,永和智控,机械基件
1229,002796.SZ,2796,世嘉科技,通信设备
1230,002797.SZ,2797,第一创业,证券
1231,002798.SZ,2798,帝欧家居,家居用品
1232,002799.SZ,2799,环球印务,广告包装
1233,002800.SZ,2800,天顺股份,仓储物流
1234,002801.SZ,2801,微光股份,电气设备
1235,002802.SZ,2802,洪汇新材,化工原料
1236,002803.SZ,2803,吉宏股份,互联网
1237,002805.SZ,2805,丰元股份,化工原料
1238,002806.SZ,2806,华锋股份,元器件
1239,002807.SZ,2807,江阴银行,银行
1240,002808.SZ,2808,恒久科技,元器件
1241,002809.SZ,2809,红墙股份,化工原料
1242,002810.SZ,2810,山东赫达,化工原料
1243,002811.SZ,2811,郑中设计,装修装饰
1244,002812.SZ,2812,恩捷股份,塑料
1245,002813.SZ,2813,路畅科技,汽车配件
1246,002815.SZ,2815,崇达技术,元器件
1247,002816.SZ,2816,和科达,专用机械
1248,002817.SZ,2817,黄山胶囊,化学制药
1249,002818.SZ,2818,富森美,其他商业
1250,002819.SZ,2819,东方中科,电器仪表
1251,002820.SZ,2820,桂发祥,食品
1252,002821.SZ,2821,凯莱英,生物制药
1253,002822.SZ,2822,中装建设,装修装饰
1254,002823.SZ,2823,凯中精密,机械基件
1255,002824.SZ,2824,和胜股份,铝
1256,002825.SZ,2825,纳尔股份,化工原料
1257,002826.SZ,2826,易明医药,中成药
1258,002827.SZ,2827,高争民爆,化工原料
1259,002828.SZ,2828,贝肯能源,石油开采
1260,002829.SZ,2829,星网宇达,通信设备
1261,002830.SZ,2830,名雕股份,装修装饰
1262,002831.SZ,2831,裕同科技,广告包装
1263,002832.SZ,2832,比音勒芬,服饰
1264,002833.SZ,2833,弘亚数控,专用机械
1265,002835.SZ,2835,同为股份,元器件
1266,002836.SZ,2836,新宏泽,广告包装
1267,002837.SZ,2837,英维克,专用机械
1268,002838.SZ,2838,道恩股份,塑料
1269,002839.SZ,2839,张家港行,银行
1270,002840.SZ,2840,华统股份,食品
1271,002841.SZ,2841,视源股份,元器件
1272,002842.SZ,2842,翔鹭钨业,小金属
1273,002843.SZ,2843,泰嘉股份,钢加工
1274,002845.SZ,2845,同兴达,元器件
1275,002846.SZ,2846,英联股份,广告包装
1276,002847.SZ,2847,盐津铺子,食品
1277,002848.SZ,2848,高斯贝尔,通信设备
1278,002849.SZ,2849,威星智能,电器仪表
1279,002850.SZ,2850,科达利,机械基件
1280,002851.SZ,2851,麦格米特,电气设备
1281,002852.SZ,2852,道道全,食品
1282,002853.SZ,2853,皮阿诺,家居用品
1283,002855.SZ,2855,捷荣技术,塑料
1284,002856.SZ,2856,美芝股份,装修装饰
1285,002857.SZ,2857,三晖电气,电器仪表
1286,002858.SZ,2858,力盛赛车,文教休闲
1287,002859.SZ,2859,洁美科技,元器件
1288,002860.SZ,2860,星帅尔,电气设备
1289,002861.SZ,2861,瀛通通讯,通信设备
1290,002862.SZ,2862,实丰文化,文教休闲
1291,002863.SZ,2863,今飞凯达,汽车配件
1292,002864.SZ,2864,盘龙药业,中成药
1293,002865.SZ,2865,钧达股份,汽车配件
1294,002866.SZ,2866,传艺科技,IT设备
1295,002867.SZ,2867,周大生,服饰
1296,002868.SZ,2868,绿康生化,农业综合
1297,002869.SZ,2869,金溢科技,通信设备
1298,002870.SZ,2870,香山股份,电器仪表
1299,002871.SZ,2871,伟隆股份,机械基件
1300,002872.SZ,2872,ST天圣,化学制药
1301,002873.SZ,2873,新天药业,中成药
1302,002875.SZ,2875,安奈儿,服饰
1303,002876.SZ,2876,三利谱,元器件
1304,002877.SZ,2877,智能自控,电器仪表
1305,002878.SZ,2878,元隆雅图,文教休闲
1306,002879.SZ,2879,长缆科技,电气设备
1307,002880.SZ,2880,卫光生物,生物制药
1308,002881.SZ,2881,美格智能,通信设备
1309,002882.SZ,2882,金龙羽,电气设备
1310,002883.SZ,2883,中设股份,建筑工程
1311,002884.SZ,2884,凌霄泵业,专用机械
1312,002885.SZ,2885,京泉华,元器件
1313,002886.SZ,2886,沃特股份,塑料
1314,002887.SZ,2887,绿茵生态,环境保护
1315,002888.SZ,2888,惠威科技,元器件
1316,002889.SZ,2889,东方嘉盛,仓储物流
1317,002890.SZ,2890,弘宇股份,农用机械
1318,002891.SZ,2891,中宠股份,饲料
1319,002892.SZ,2892,科力尔,电气设备
1320,002893.SZ,2893,华通热力,供气供热
1321,002895.SZ,2895,川恒股份,化工原料
1322,002896.SZ,2896,中大力德,机械基件
1323,002897.SZ,2897,意华股份,元器件
1324,002898.SZ,2898,赛隆药业,化学制药
1325,002899.SZ,2899,英派斯,文教休闲
1326,002900.SZ,2900,哈三联,化学制药
1327,002901.SZ,2901,大博医疗,医疗保健
1328,002902.SZ,2902,铭普光磁,元器件
1329,002903.SZ,2903,宇环数控,机床制造
1330,002905.SZ,2905,金逸影视,影视音像
1331,002906.SZ,2906,华阳集团,汽车配件
1332,002907.SZ,2907,华森制药,化学制药
1333,002908.SZ,2908,德生科技,元器件
1334,002909.SZ,2909,集泰股份,化工原料
1335,002910.SZ,2910,庄园牧场,乳制品
1336,002911.SZ,2911,佛燃能源,供气供热
1337,002912.SZ,2912,中新赛克,软件服务
1338,002913.SZ,2913,奥士康,元器件
1339,002915.SZ,2915,中欣氟材,化工原料
1340,002916.SZ,2916,深南电路,元器件
1341,002917.SZ,2917,金奥博,化工原料
1342,002918.SZ,2918,蒙娜丽莎,其他建材
1343,002919.SZ,2919,名臣健康,日用化工
1344,002920.SZ,2920,德赛西威,汽车配件
1345,002921.SZ,2921,联诚精密,汽车配件
1346,002922.SZ,2922,伊戈尔,电气设备
1347,002923.SZ,2923,润都股份,化学制药
1348,002925.SZ,2925,盈趣科技,元器件
1349,002926.SZ,2926,华西证券,证券
1350,002927.SZ,2927,泰永长征,电气设备
1351,002928.SZ,2928,华夏航空,空运
1352,002929.SZ,2929,润建股份,通信设备
1353,002930.SZ,2930,宏川智慧,仓储物流
1354,002931.SZ,2931,锋龙股份,汽车配件
1355,002932.SZ,2932,明德生物,医疗保健
1356,002933.SZ,2933,新兴装备,航空
1357,002935.SZ,2935,天奥电子,元器件
1358,002936.SZ,2936,郑州银行,银行
1359,002937.SZ,2937,兴瑞科技,元器件
1360,002938.SZ,2938,鹏鼎控股,元器件
1361,002939.SZ,2939,长城证券,证券
1362,002940.SZ,2940,昂利康,化学制药
1363,002941.SZ,2941,新疆交建,建筑工程
1364,002942.SZ,2942,新农股份,农药化肥
1365,002943.SZ,2943,宇晶股份,机床制造
1366,002945.SZ,2945,华林证券,证券
1367,002946.SZ,2946,新乳业,乳制品
1368,002947.SZ,2947,恒铭达,元器件
1369,002948.SZ,2948,青岛银行,银行
1370,002949.SZ,2949,华阳国际,建筑工程
1371,002950.SZ,2950,奥美医疗,医疗保健
1372,002951.SZ,2951,金时科技,广告包装
1373,002952.SZ,2952,亚世光电,元器件
1374,002953.SZ,2953,日丰股份,电气设备
1375,002955.SZ,2955,鸿合科技,IT设备
1376,002956.SZ,2956,西麦食品,食品
1377,002957.SZ,2957,科瑞技术,专用机械
1378,002958.SZ,2958,青农商行,银行
1379,002959.SZ,2959,小熊电器,家用电器
1380,002960.SZ,2960,青鸟消防,专用机械
1381,002961.SZ,2961,瑞达期货,多元金融
1382,002962.SZ,2962,五方光电,元器件
1383,002963.SZ,2963,豪尔赛,装修装饰
1384,002965.SZ,2965,祥鑫科技,汽车配件
1385,002966.SZ,2966,苏州银行,银行
1386,002967.SZ,2967,广电计量,综合类
1387,002968.SZ,2968,新大正,房产服务
1388,002969.SZ,2969,嘉美包装,广告包装
1389,002970.SZ,2970,锐明技术,通信设备
1390,002971.SZ,2971,和远气体,化工原料
1391,002972.SZ,2972,科安达,运输设备
1392,002973.SZ,2973,侨银股份,环境保护
1393,002975.SZ,2975,博杰股份,专用机械
1394,002976.SZ,2976,瑞玛工业,钢加工
1395,002977.SZ,2977,天箭科技,通信设备
1396,002978.SZ,2978,安宁股份,小金属
1397,002979.SZ,2979,雷赛智能,专用机械
1398,002980.SZ,2980,华盛昌,电器仪表
1399,002981.SZ,2981,朝阳科技,元器件
1400,002982.SZ,2982,湘佳股份,农业综合
1401,002983.SZ,2983,芯瑞达,元器件
1402,002984.SZ,2984,森麒麟,汽车配件
1403,002985.SZ,2985,北摩高科,航空
1404,002986.SZ,2986,宇新股份,化工原料
1405,002987.SZ,2987,京北方,软件服务
1406,002988.SZ,2988,豪美新材,铝
1407,002989.SZ,2989,中天精装,装修装饰
1408,002990.SZ,2990,盛视科技,软件服务
1409,002991.SZ,2991,甘源食品,食品
1410,002992.SZ,2992,宝明科技,元器件
1411,002993.SZ,2993,奥海科技,元器件
1412,002995.SZ,2995,天地在线,互联网
1413,002996.SZ,2996,顺博合金,铝
1414,002997.SZ,2997,瑞鹄模具,汽车配件
1415,002998.SZ,2998,优彩资源,化纤
1416,002999.SZ,2999,天禾股份,批发业
1417,003000.SZ,3000,华文食品,食品
1418,003001.SZ,3001,中岩大地,建筑工程
1419,003002.SZ,3002,壶化股份,化工原料
1420,003003.SZ,3003,天元股份,广告包装
1421,003004.SZ,3004,声迅股份,软件服务
1422,003005.SZ,3005,竞业达,软件服务
1423,003006.SZ,3006,百亚股份,造纸
1424,003007.SZ,3007,直真科技,软件服务
1425,003008.SZ,3008,开普检测,电气设备
1426,003009.SZ,3009,中天火箭,航空
1427,003010.SZ,3010,若羽臣,互联网
1428,003011.SZ,3011,海象新材,家居用品
1429,003012.SZ,3012,东鹏控股,陶瓷
1430,003013.SZ,3013,地铁设计,建筑工程
1431,003015.SZ,3015,日久光电,元器件
1432,003016.SZ,3016,欣贺股份,服饰
1433,003017.SZ,3017,大洋生物,化工原料
1434,003018.SZ,3018,金富科技,塑料
1435,003019.SZ,3019,宸展光电,元器件
1436,003020.SZ,3020,立方制药,化学制药
1437,003021.SZ,3021,兆威机电,元器件
1438,003022.SZ,3022,联泓新科,化工原料
1439,003023.SZ,3023,彩虹集团,家用电器
1440,003025.SZ,3025,思进智能,机械基件
1441,003026.SZ,3026,中晶科技,半导体
1442,003027.SZ,3027,同兴环保,环境保护
1443,003028.SZ,3028,振邦智能,元器件
1444,003029.SZ,3029,吉大正元,软件服务
1445,003030.SZ,3030,祖名股份,食品
1446,003031.SZ,3031,中瓷电子,元器件
1447,003032.SZ,3032,传智教育,文教休闲
